	index_x	X_x	Y_x	violation_address	query_id_x	placekey	index_y	X_y	Y_y	address	query_id_y
0	4	-83.1344660399999	42.389668081	4024 CLEMENTS	4	@63v-4hz-skf	375	-83.1338454	42.3899489	3826 CLEMENTS	375
1	12			14214 JEFFERSON	12		66			524 E KIRBY	66
2	12			14214 JEFFERSON	12		67			524 E KIRBY	67
3	12			14214 JEFFERSON	12		83			16300 PLYMOUTH	83
4	12			14214 JEFFERSON	12		182			14051 PREVOST	182
5	12			14214 JEFFERSON	12		186			771 ABERTON AVE 65	186
6	12			14214 JEFFERSON	12		197			660 FAIRVIEW 7	197
7	12			14214 JEFFERSON	12		221			13468 BLOOM	221
8	12			14214 JEFFERSON	12		360			18836 HELEN	360
9	12			14214 JEFFERSON	12		367			18200 W MCNICHOLS	367
10	12			14214 JEFFERSON	12		368			5815 FLORIDA	368
11	12			14214 JEFFERSON	12		369			1001 W JEFFERSON 300/26D	369
12	12			14214 JEFFERSON	12		410			15798 LIVERNOIS	410
13	12			14214 JEFFERSON	12		411			15760 LIVERNOIS	411
14	12			14214 JEFFERSON	12		412			15792 LIVERNOIS	412
15	12			14214 JEFFERSON	12		413			15786 LIVERNOIS	413
16	12			14214 JEFFERSON	12		414			15780 LIVERNOIS	414
17	12			14214 JEFFERSON	12		415			15774 LIVERNOIS	415
18	12			14214 JEFFERSON	12		416			15768 LIVERNOIS	416
19	12			14214 JEFFERSON	12		431			640 CLAIRPOINTE WOODS DR	431
20	12			14214 JEFFERSON	12		439			18200 W MCNICHOLS	439
21	12			14214 JEFFERSON	12		444			1001 W JEFFERSON 300/8H	444
22	12			14214 JEFFERSON	12		467			17040 E EIGHT MILE	467
23	12			14214 JEFFERSON	12		481			1222 DRAGOON	481
24	12			14214 JEFFERSON	12		491			720 BURLINGAME	491
25	12			14214 JEFFERSON	12		544			461 NEW TOWN	544
26	12			14214 JEFFERSON	12		549			11664 ARCHDALE	549
27	12			14214 JEFFERSON	12		563			444 W WILLIS 24/211	563
28	12			14214 JEFFERSON	12		614			16808 SHAFTSBURY	614
29	12			14214 JEFFERSON	12		631			4212 UNIVERSITY PL	631
30	12			14214 JEFFERSON	12		642			16560 STOEPEL	642
31	12			14214 JEFFERSON	12		664			17196 NORTHLAWN	664
32	12			14214 JEFFERSON	12		724			9132 MT ELLIOTT	724
33	12			14214 JEFFERSON	12		726			6533 E JEFFERSON 91/302J	726
34	12			14214 JEFFERSON	12		811			8170 BRAMELL	811
35	12			14214 JEFFERSON	12		860			16908 E EIGHT MILE	860
36	12			14214 JEFFERSON	12		873			16890 E EIGHT MILE	873
37	12			14214 JEFFERSON	12		882			2253 IROQUOIS	882
38	12			14214 JEFFERSON	12		894			22154 ROXFORD	894
39	12			14214 JEFFERSON	12		911			16912 E EIGHT MILE	911
40	12			14214 JEFFERSON	12		927			20021 CHEROKEE	927
41	12			14214 JEFFERSON	12		928			22154 ROXFORD	928
42	12			14214 JEFFERSON	12		940			6533 E JEFFERSON 94/305J	940
43	12			14214 JEFFERSON	12		996			8098 WARD	996
44	16			657 MULLETT	16		66			524 E KIRBY	66
45	16			657 MULLETT	16		67			524 E KIRBY	67
46	16			657 MULLETT	16		83			16300 PLYMOUTH	83
47	16			657 MULLETT	16		182			14051 PREVOST	182
48	16			657 MULLETT	16		186			771 ABERTON AVE 65	186
49	16			657 MULLETT	16		197			660 FAIRVIEW 7	197
50	16			657 MULLETT	16		221			13468 BLOOM	221
51	16			657 MULLETT	16		360			18836 HELEN	360
52	16			657 MULLETT	16		367			18200 W MCNICHOLS	367
53	16			657 MULLETT	16		368			5815 FLORIDA	368
54	16			657 MULLETT	16		369			1001 W JEFFERSON 300/26D	369
55	16			657 MULLETT	16		410			15798 LIVERNOIS	410
56	16			657 MULLETT	16		411			15760 LIVERNOIS	411
57	16			657 MULLETT	16		412			15792 LIVERNOIS	412
58	16			657 MULLETT	16		413			15786 LIVERNOIS	413
59	16			657 MULLETT	16		414			15780 LIVERNOIS	414
60	16			657 MULLETT	16		415			15774 LIVERNOIS	415
61	16			657 MULLETT	16		416			15768 LIVERNOIS	416
62	16			657 MULLETT	16		431			640 CLAIRPOINTE WOODS DR	431
63	16			657 MULLETT	16		439			18200 W MCNICHOLS	439
64	16			657 MULLETT	16		444			1001 W JEFFERSON 300/8H	444
65	16			657 MULLETT	16		467			17040 E EIGHT MILE	467
66	16			657 MULLETT	16		481			1222 DRAGOON	481
67	16			657 MULLETT	16		491			720 BURLINGAME	491
68	16			657 MULLETT	16		544			461 NEW TOWN	544
69	16			657 MULLETT	16		549			11664 ARCHDALE	549
70	16			657 MULLETT	16		563			444 W WILLIS 24/211	563
71	16			657 MULLETT	16		614			16808 SHAFTSBURY	614
72	16			657 MULLETT	16		631			4212 UNIVERSITY PL	631
73	16			657 MULLETT	16		642			16560 STOEPEL	642
74	16			657 MULLETT	16		664			17196 NORTHLAWN	664
75	16			657 MULLETT	16		724			9132 MT ELLIOTT	724
76	16			657 MULLETT	16		726			6533 E JEFFERSON 91/302J	726
77	16			657 MULLETT	16		811			8170 BRAMELL	811
78	16			657 MULLETT	16		860			16908 E EIGHT MILE	860
79	16			657 MULLETT	16		873			16890 E EIGHT MILE	873
80	16			657 MULLETT	16		882			2253 IROQUOIS	882
81	16			657 MULLETT	16		894			22154 ROXFORD	894
82	16			657 MULLETT	16		911			16912 E EIGHT MILE	911
83	16			657 MULLETT	16		927			20021 CHEROKEE	927
84	16			657 MULLETT	16		928			22154 ROXFORD	928
85	16			657 MULLETT	16		940			6533 E JEFFERSON 94/305J	940
86	16			657 MULLETT	16		996			8098 WARD	996
87	18			343 MACOMB	18		66			524 E KIRBY	66
88	18			343 MACOMB	18		67			524 E KIRBY	67
89	18			343 MACOMB	18		83			16300 PLYMOUTH	83
90	18			343 MACOMB	18		182			14051 PREVOST	182
91	18			343 MACOMB	18		186			771 ABERTON AVE 65	186
92	18			343 MACOMB	18		197			660 FAIRVIEW 7	197
93	18			343 MACOMB	18		221			13468 BLOOM	221
94	18			343 MACOMB	18		360			18836 HELEN	360
95	18			343 MACOMB	18		367			18200 W MCNICHOLS	367
96	18			343 MACOMB	18		368			5815 FLORIDA	368
97	18			343 MACOMB	18		369			1001 W JEFFERSON 300/26D	369
98	18			343 MACOMB	18		410			15798 LIVERNOIS	410
99	18			343 MACOMB	18		411			15760 LIVERNOIS	411
100	18			343 MACOMB	18		412			15792 LIVERNOIS	412
101	18			343 MACOMB	18		413			15786 LIVERNOIS	413
102	18			343 MACOMB	18		414			15780 LIVERNOIS	414
103	18			343 MACOMB	18		415			15774 LIVERNOIS	415
104	18			343 MACOMB	18		416			15768 LIVERNOIS	416
105	18			343 MACOMB	18		431			640 CLAIRPOINTE WOODS DR	431
106	18			343 MACOMB	18		439			18200 W MCNICHOLS	439
107	18			343 MACOMB	18		444			1001 W JEFFERSON 300/8H	444
108	18			343 MACOMB	18		467			17040 E EIGHT MILE	467
109	18			343 MACOMB	18		481			1222 DRAGOON	481
110	18			343 MACOMB	18		491			720 BURLINGAME	491
111	18			343 MACOMB	18		544			461 NEW TOWN	544
112	18			343 MACOMB	18		549			11664 ARCHDALE	549
113	18			343 MACOMB	18		563			444 W WILLIS 24/211	563
114	18			343 MACOMB	18		614			16808 SHAFTSBURY	614
115	18			343 MACOMB	18		631			4212 UNIVERSITY PL	631
116	18			343 MACOMB	18		642			16560 STOEPEL	642
117	18			343 MACOMB	18		664			17196 NORTHLAWN	664
118	18			343 MACOMB	18		724			9132 MT ELLIOTT	724
119	18			343 MACOMB	18		726			6533 E JEFFERSON 91/302J	726
120	18			343 MACOMB	18		811			8170 BRAMELL	811
121	18			343 MACOMB	18		860			16908 E EIGHT MILE	860
122	18			343 MACOMB	18		873			16890 E EIGHT MILE	873
123	18			343 MACOMB	18		882			2253 IROQUOIS	882
124	18			343 MACOMB	18		894			22154 ROXFORD	894
125	18			343 MACOMB	18		911			16912 E EIGHT MILE	911
126	18			343 MACOMB	18		927			20021 CHEROKEE	927
127	18			343 MACOMB	18		928			22154 ROXFORD	928
128	18			343 MACOMB	18		940			6533 E JEFFERSON 94/305J	940
129	18			343 MACOMB	18		996			8098 WARD	996
130	28			16251 PLYMOUTH	28		66			524 E KIRBY	66
131	28			16251 PLYMOUTH	28		67			524 E KIRBY	67
132	28			16251 PLYMOUTH	28		83			16300 PLYMOUTH	83
133	28			16251 PLYMOUTH	28		182			14051 PREVOST	182
134	28			16251 PLYMOUTH	28		186			771 ABERTON AVE 65	186
135	28			16251 PLYMOUTH	28		197			660 FAIRVIEW 7	197
136	28			16251 PLYMOUTH	28		221			13468 BLOOM	221
137	28			16251 PLYMOUTH	28		360			18836 HELEN	360
138	28			16251 PLYMOUTH	28		367			18200 W MCNICHOLS	367
139	28			16251 PLYMOUTH	28		368			5815 FLORIDA	368
140	28			16251 PLYMOUTH	28		369			1001 W JEFFERSON 300/26D	369
141	28			16251 PLYMOUTH	28		410			15798 LIVERNOIS	410
142	28			16251 PLYMOUTH	28		411			15760 LIVERNOIS	411
143	28			16251 PLYMOUTH	28		412			15792 LIVERNOIS	412
144	28			16251 PLYMOUTH	28		413			15786 LIVERNOIS	413
145	28			16251 PLYMOUTH	28		414			15780 LIVERNOIS	414
146	28			16251 PLYMOUTH	28		415			15774 LIVERNOIS	415
147	28			16251 PLYMOUTH	28		416			15768 LIVERNOIS	416
148	28			16251 PLYMOUTH	28		431			640 CLAIRPOINTE WOODS DR	431
149	28			16251 PLYMOUTH	28		439			18200 W MCNICHOLS	439
150	28			16251 PLYMOUTH	28		444			1001 W JEFFERSON 300/8H	444
151	28			16251 PLYMOUTH	28		467			17040 E EIGHT MILE	467
152	28			16251 PLYMOUTH	28		481			1222 DRAGOON	481
153	28			16251 PLYMOUTH	28		491			720 BURLINGAME	491
154	28			16251 PLYMOUTH	28		544			461 NEW TOWN	544
155	28			16251 PLYMOUTH	28		549			11664 ARCHDALE	549
156	28			16251 PLYMOUTH	28		563			444 W WILLIS 24/211	563
157	28			16251 PLYMOUTH	28		614			16808 SHAFTSBURY	614
158	28			16251 PLYMOUTH	28		631			4212 UNIVERSITY PL	631
159	28			16251 PLYMOUTH	28		642			16560 STOEPEL	642
160	28			16251 PLYMOUTH	28		664			17196 NORTHLAWN	664
161	28			16251 PLYMOUTH	28		724			9132 MT ELLIOTT	724
162	28			16251 PLYMOUTH	28		726			6533 E JEFFERSON 91/302J	726
163	28			16251 PLYMOUTH	28		811			8170 BRAMELL	811
164	28			16251 PLYMOUTH	28		860			16908 E EIGHT MILE	860
165	28			16251 PLYMOUTH	28		873			16890 E EIGHT MILE	873
166	28			16251 PLYMOUTH	28		882			2253 IROQUOIS	882
167	28			16251 PLYMOUTH	28		894			22154 ROXFORD	894
168	28			16251 PLYMOUTH	28		911			16912 E EIGHT MILE	911
169	28			16251 PLYMOUTH	28		927			20021 CHEROKEE	927
170	28			16251 PLYMOUTH	28		928			22154 ROXFORD	928
171	28			16251 PLYMOUTH	28		940			6533 E JEFFERSON 94/305J	940
172	28			16251 PLYMOUTH	28		996			8098 WARD	996
173	31			16644 CHICAGO	31		66			524 E KIRBY	66
174	31			16644 CHICAGO	31		67			524 E KIRBY	67
175	31			16644 CHICAGO	31		83			16300 PLYMOUTH	83
176	31			16644 CHICAGO	31		182			14051 PREVOST	182
177	31			16644 CHICAGO	31		186			771 ABERTON AVE 65	186
178	31			16644 CHICAGO	31		197			660 FAIRVIEW 7	197
179	31			16644 CHICAGO	31		221			13468 BLOOM	221
180	31			16644 CHICAGO	31		360			18836 HELEN	360
181	31			16644 CHICAGO	31		367			18200 W MCNICHOLS	367
182	31			16644 CHICAGO	31		368			5815 FLORIDA	368
183	31			16644 CHICAGO	31		369			1001 W JEFFERSON 300/26D	369
184	31			16644 CHICAGO	31		410			15798 LIVERNOIS	410
185	31			16644 CHICAGO	31		411			15760 LIVERNOIS	411
186	31			16644 CHICAGO	31		412			15792 LIVERNOIS	412
187	31			16644 CHICAGO	31		413			15786 LIVERNOIS	413
188	31			16644 CHICAGO	31		414			15780 LIVERNOIS	414
189	31			16644 CHICAGO	31		415			15774 LIVERNOIS	415
190	31			16644 CHICAGO	31		416			15768 LIVERNOIS	416
191	31			16644 CHICAGO	31		431			640 CLAIRPOINTE WOODS DR	431
192	31			16644 CHICAGO	31		439			18200 W MCNICHOLS	439
193	31			16644 CHICAGO	31		444			1001 W JEFFERSON 300/8H	444
194	31			16644 CHICAGO	31		467			17040 E EIGHT MILE	467
195	31			16644 CHICAGO	31		481			1222 DRAGOON	481
196	31			16644 CHICAGO	31		491			720 BURLINGAME	491
197	31			16644 CHICAGO	31		544			461 NEW TOWN	544
198	31			16644 CHICAGO	31		549			11664 ARCHDALE	549
199	31			16644 CHICAGO	31		563			444 W WILLIS 24/211	563
200	31			16644 CHICAGO	31		614			16808 SHAFTSBURY	614
201	31			16644 CHICAGO	31		631			4212 UNIVERSITY PL	631
202	31			16644 CHICAGO	31		642			16560 STOEPEL	642
203	31			16644 CHICAGO	31		664			17196 NORTHLAWN	664
204	31			16644 CHICAGO	31		724			9132 MT ELLIOTT	724
205	31			16644 CHICAGO	31		726			6533 E JEFFERSON 91/302J	726
206	31			16644 CHICAGO	31		811			8170 BRAMELL	811
207	31			16644 CHICAGO	31		860			16908 E EIGHT MILE	860
208	31			16644 CHICAGO	31		873			16890 E EIGHT MILE	873
209	31			16644 CHICAGO	31		882			2253 IROQUOIS	882
210	31			16644 CHICAGO	31		894			22154 ROXFORD	894
211	31			16644 CHICAGO	31		911			16912 E EIGHT MILE	911
212	31			16644 CHICAGO	31		927			20021 CHEROKEE	927
213	31			16644 CHICAGO	31		928			22154 ROXFORD	928
214	31			16644 CHICAGO	31		940			6533 E JEFFERSON 94/305J	940
215	31			16644 CHICAGO	31		996			8098 WARD	996
216	36			1281 WOODWARD AVE	36		66			524 E KIRBY	66
217	36			1281 WOODWARD AVE	36		67			524 E KIRBY	67
218	36			1281 WOODWARD AVE	36		83			16300 PLYMOUTH	83
219	36			1281 WOODWARD AVE	36		182			14051 PREVOST	182
220	36			1281 WOODWARD AVE	36		186			771 ABERTON AVE 65	186
221	36			1281 WOODWARD AVE	36		197			660 FAIRVIEW 7	197
222	36			1281 WOODWARD AVE	36		221			13468 BLOOM	221
223	36			1281 WOODWARD AVE	36		360			18836 HELEN	360
224	36			1281 WOODWARD AVE	36		367			18200 W MCNICHOLS	367
225	36			1281 WOODWARD AVE	36		368			5815 FLORIDA	368
226	36			1281 WOODWARD AVE	36		369			1001 W JEFFERSON 300/26D	369
227	36			1281 WOODWARD AVE	36		410			15798 LIVERNOIS	410
228	36			1281 WOODWARD AVE	36		411			15760 LIVERNOIS	411
229	36			1281 WOODWARD AVE	36		412			15792 LIVERNOIS	412
230	36			1281 WOODWARD AVE	36		413			15786 LIVERNOIS	413
231	36			1281 WOODWARD AVE	36		414			15780 LIVERNOIS	414
232	36			1281 WOODWARD AVE	36		415			15774 LIVERNOIS	415
233	36			1281 WOODWARD AVE	36		416			15768 LIVERNOIS	416
234	36			1281 WOODWARD AVE	36		431			640 CLAIRPOINTE WOODS DR	431
235	36			1281 WOODWARD AVE	36		439			18200 W MCNICHOLS	439
236	36			1281 WOODWARD AVE	36		444			1001 W JEFFERSON 300/8H	444
237	36			1281 WOODWARD AVE	36		467			17040 E EIGHT MILE	467
238	36			1281 WOODWARD AVE	36		481			1222 DRAGOON	481
239	36			1281 WOODWARD AVE	36		491			720 BURLINGAME	491
240	36			1281 WOODWARD AVE	36		544			461 NEW TOWN	544
241	36			1281 WOODWARD AVE	36		549			11664 ARCHDALE	549
242	36			1281 WOODWARD AVE	36		563			444 W WILLIS 24/211	563
243	36			1281 WOODWARD AVE	36		614			16808 SHAFTSBURY	614
244	36			1281 WOODWARD AVE	36		631			4212 UNIVERSITY PL	631
245	36			1281 WOODWARD AVE	36		642			16560 STOEPEL	642
246	36			1281 WOODWARD AVE	36		664			17196 NORTHLAWN	664
247	36			1281 WOODWARD AVE	36		724			9132 MT ELLIOTT	724
248	36			1281 WOODWARD AVE	36		726			6533 E JEFFERSON 91/302J	726
249	36			1281 WOODWARD AVE	36		811			8170 BRAMELL	811
250	36			1281 WOODWARD AVE	36		860			16908 E EIGHT MILE	860
251	36			1281 WOODWARD AVE	36		873			16890 E EIGHT MILE	873
252	36			1281 WOODWARD AVE	36		882			2253 IROQUOIS	882
253	36			1281 WOODWARD AVE	36		894			22154 ROXFORD	894
254	36			1281 WOODWARD AVE	36		911			16912 E EIGHT MILE	911
255	36			1281 WOODWARD AVE	36		927			20021 CHEROKEE	927
256	36			1281 WOODWARD AVE	36		928			22154 ROXFORD	928
257	36			1281 WOODWARD AVE	36		940			6533 E JEFFERSON 94/305J	940
258	36			1281 WOODWARD AVE	36		996			8098 WARD	996
259	47			6260 FORT ST	47		66			524 E KIRBY	66
260	47			6260 FORT ST	47		67			524 E KIRBY	67
261	47			6260 FORT ST	47		83			16300 PLYMOUTH	83
262	47			6260 FORT ST	47		182			14051 PREVOST	182
263	47			6260 FORT ST	47		186			771 ABERTON AVE 65	186
264	47			6260 FORT ST	47		197			660 FAIRVIEW 7	197
265	47			6260 FORT ST	47		221			13468 BLOOM	221
266	47			6260 FORT ST	47		360			18836 HELEN	360
267	47			6260 FORT ST	47		367			18200 W MCNICHOLS	367
268	47			6260 FORT ST	47		368			5815 FLORIDA	368
269	47			6260 FORT ST	47		369			1001 W JEFFERSON 300/26D	369
270	47			6260 FORT ST	47		410			15798 LIVERNOIS	410
271	47			6260 FORT ST	47		411			15760 LIVERNOIS	411
272	47			6260 FORT ST	47		412			15792 LIVERNOIS	412
273	47			6260 FORT ST	47		413			15786 LIVERNOIS	413
274	47			6260 FORT ST	47		414			15780 LIVERNOIS	414
275	47			6260 FORT ST	47		415			15774 LIVERNOIS	415
276	47			6260 FORT ST	47		416			15768 LIVERNOIS	416
277	47			6260 FORT ST	47		431			640 CLAIRPOINTE WOODS DR	431
278	47			6260 FORT ST	47		439			18200 W MCNICHOLS	439
279	47			6260 FORT ST	47		444			1001 W JEFFERSON 300/8H	444
280	47			6260 FORT ST	47		467			17040 E EIGHT MILE	467
281	47			6260 FORT ST	47		481			1222 DRAGOON	481
282	47			6260 FORT ST	47		491			720 BURLINGAME	491
283	47			6260 FORT ST	47		544			461 NEW TOWN	544
284	47			6260 FORT ST	47		549			11664 ARCHDALE	549
285	47			6260 FORT ST	47		563			444 W WILLIS 24/211	563
286	47			6260 FORT ST	47		614			16808 SHAFTSBURY	614
287	47			6260 FORT ST	47		631			4212 UNIVERSITY PL	631
288	47			6260 FORT ST	47		642			16560 STOEPEL	642
289	47			6260 FORT ST	47		664			17196 NORTHLAWN	664
290	47			6260 FORT ST	47		724			9132 MT ELLIOTT	724
291	47			6260 FORT ST	47		726			6533 E JEFFERSON 91/302J	726
292	47			6260 FORT ST	47		811			8170 BRAMELL	811
293	47			6260 FORT ST	47		860			16908 E EIGHT MILE	860
294	47			6260 FORT ST	47		873			16890 E EIGHT MILE	873
295	47			6260 FORT ST	47		882			2253 IROQUOIS	882
296	47			6260 FORT ST	47		894			22154 ROXFORD	894
297	47			6260 FORT ST	47		911			16912 E EIGHT MILE	911
298	47			6260 FORT ST	47		927			20021 CHEROKEE	927
299	47			6260 FORT ST	47		928			22154 ROXFORD	928
300	47			6260 FORT ST	47		940			6533 E JEFFERSON 94/305J	940
301	47			6260 FORT ST	47		996			8098 WARD	996
302	67			11555 WHITTIER	67		66			524 E KIRBY	66
303	67			11555 WHITTIER	67		67			524 E KIRBY	67
304	67			11555 WHITTIER	67		83			16300 PLYMOUTH	83
305	67			11555 WHITTIER	67		182			14051 PREVOST	182
306	67			11555 WHITTIER	67		186			771 ABERTON AVE 65	186
307	67			11555 WHITTIER	67		197			660 FAIRVIEW 7	197
308	67			11555 WHITTIER	67		221			13468 BLOOM	221
309	67			11555 WHITTIER	67		360			18836 HELEN	360
310	67			11555 WHITTIER	67		367			18200 W MCNICHOLS	367
311	67			11555 WHITTIER	67		368			5815 FLORIDA	368
312	67			11555 WHITTIER	67		369			1001 W JEFFERSON 300/26D	369
313	67			11555 WHITTIER	67		410			15798 LIVERNOIS	410
314	67			11555 WHITTIER	67		411			15760 LIVERNOIS	411
315	67			11555 WHITTIER	67		412			15792 LIVERNOIS	412
316	67			11555 WHITTIER	67		413			15786 LIVERNOIS	413
317	67			11555 WHITTIER	67		414			15780 LIVERNOIS	414
318	67			11555 WHITTIER	67		415			15774 LIVERNOIS	415
319	67			11555 WHITTIER	67		416			15768 LIVERNOIS	416
320	67			11555 WHITTIER	67		431			640 CLAIRPOINTE WOODS DR	431
321	67			11555 WHITTIER	67		439			18200 W MCNICHOLS	439
322	67			11555 WHITTIER	67		444			1001 W JEFFERSON 300/8H	444
323	67			11555 WHITTIER	67		467			17040 E EIGHT MILE	467
324	67			11555 WHITTIER	67		481			1222 DRAGOON	481
325	67			11555 WHITTIER	67		491			720 BURLINGAME	491
326	67			11555 WHITTIER	67		544			461 NEW TOWN	544
327	67			11555 WHITTIER	67		549			11664 ARCHDALE	549
328	67			11555 WHITTIER	67		563			444 W WILLIS 24/211	563
329	67			11555 WHITTIER	67		614			16808 SHAFTSBURY	614
330	67			11555 WHITTIER	67		631			4212 UNIVERSITY PL	631
331	67			11555 WHITTIER	67		642			16560 STOEPEL	642
332	67			11555 WHITTIER	67		664			17196 NORTHLAWN	664
333	67			11555 WHITTIER	67		724			9132 MT ELLIOTT	724
334	67			11555 WHITTIER	67		726			6533 E JEFFERSON 91/302J	726
335	67			11555 WHITTIER	67		811			8170 BRAMELL	811
336	67			11555 WHITTIER	67		860			16908 E EIGHT MILE	860
337	67			11555 WHITTIER	67		873			16890 E EIGHT MILE	873
338	67			11555 WHITTIER	67		882			2253 IROQUOIS	882
339	67			11555 WHITTIER	67		894			22154 ROXFORD	894
340	67			11555 WHITTIER	67		911			16912 E EIGHT MILE	911
341	67			11555 WHITTIER	67		927			20021 CHEROKEE	927
342	67			11555 WHITTIER	67		928			22154 ROXFORD	928
343	67			11555 WHITTIER	67		940			6533 E JEFFERSON 94/305J	940
344	67			11555 WHITTIER	67		996			8098 WARD	996
345	69	-82.9884155349999	42.4001086590001	11714 WADE	69	@63v-49v-6x5	435	-82.989575245	42.4002094160001	11313 WADE	435
346	77	-82.935988568	42.426208956	11016 PEERLESS	77	@63v-495-h5z	353	-82.9370754509999	42.4257146090001	10961 PEERLESS	353
347	79			6150 CHALMERS	79		66			524 E KIRBY	66
348	79			6150 CHALMERS	79		67			524 E KIRBY	67
349	79			6150 CHALMERS	79		83			16300 PLYMOUTH	83
350	79			6150 CHALMERS	79		182			14051 PREVOST	182
351	79			6150 CHALMERS	79		186			771 ABERTON AVE 65	186
352	79			6150 CHALMERS	79		197			660 FAIRVIEW 7	197
353	79			6150 CHALMERS	79		221			13468 BLOOM	221
354	79			6150 CHALMERS	79		360			18836 HELEN	360
355	79			6150 CHALMERS	79		367			18200 W MCNICHOLS	367
356	79			6150 CHALMERS	79		368			5815 FLORIDA	368
357	79			6150 CHALMERS	79		369			1001 W JEFFERSON 300/26D	369
358	79			6150 CHALMERS	79		410			15798 LIVERNOIS	410
359	79			6150 CHALMERS	79		411			15760 LIVERNOIS	411
360	79			6150 CHALMERS	79		412			15792 LIVERNOIS	412
361	79			6150 CHALMERS	79		413			15786 LIVERNOIS	413
362	79			6150 CHALMERS	79		414			15780 LIVERNOIS	414
363	79			6150 CHALMERS	79		415			15774 LIVERNOIS	415
364	79			6150 CHALMERS	79		416			15768 LIVERNOIS	416
365	79			6150 CHALMERS	79		431			640 CLAIRPOINTE WOODS DR	431
366	79			6150 CHALMERS	79		439			18200 W MCNICHOLS	439
367	79			6150 CHALMERS	79		444			1001 W JEFFERSON 300/8H	444
368	79			6150 CHALMERS	79		467			17040 E EIGHT MILE	467
369	79			6150 CHALMERS	79		481			1222 DRAGOON	481
370	79			6150 CHALMERS	79		491			720 BURLINGAME	491
371	79			6150 CHALMERS	79		544			461 NEW TOWN	544
372	79			6150 CHALMERS	79		549			11664 ARCHDALE	549
373	79			6150 CHALMERS	79		563			444 W WILLIS 24/211	563
374	79			6150 CHALMERS	79		614			16808 SHAFTSBURY	614
375	79			6150 CHALMERS	79		631			4212 UNIVERSITY PL	631
376	79			6150 CHALMERS	79		642			16560 STOEPEL	642
377	79			6150 CHALMERS	79		664			17196 NORTHLAWN	664
378	79			6150 CHALMERS	79		724			9132 MT ELLIOTT	724
379	79			6150 CHALMERS	79		726			6533 E JEFFERSON 91/302J	726
380	79			6150 CHALMERS	79		811			8170 BRAMELL	811
381	79			6150 CHALMERS	79		860			16908 E EIGHT MILE	860
382	79			6150 CHALMERS	79		873			16890 E EIGHT MILE	873
383	79			6150 CHALMERS	79		882			2253 IROQUOIS	882
384	79			6150 CHALMERS	79		894			22154 ROXFORD	894
385	79			6150 CHALMERS	79		911			16912 E EIGHT MILE	911
386	79			6150 CHALMERS	79		927			20021 CHEROKEE	927
387	79			6150 CHALMERS	79		928			22154 ROXFORD	928
388	79			6150 CHALMERS	79		940			6533 E JEFFERSON 94/305J	940
389	79			6150 CHALMERS	79		996			8098 WARD	996
390	89	-83.180485115	42.440193809	20024 SCHAEFER	89	@63v-453-f9f	72	-83.1800569979999	42.4403897020001	20041 HARTWELL	72
391	122	-83.117070353	42.380353739	2900 LAWRENCE	122	@63v-4hz-mrk	586	-83.1177617439999	42.3805618120001	2931 BURLINGAME	586
392	124			36 ADAMS AVE	124		66			524 E KIRBY	66
393	124			36 ADAMS AVE	124		67			524 E KIRBY	67
394	124			36 ADAMS AVE	124		83			16300 PLYMOUTH	83
395	124			36 ADAMS AVE	124		182			14051 PREVOST	182
396	124			36 ADAMS AVE	124		186			771 ABERTON AVE 65	186
397	124			36 ADAMS AVE	124		197			660 FAIRVIEW 7	197
398	124			36 ADAMS AVE	124		221			13468 BLOOM	221
399	124			36 ADAMS AVE	124		360			18836 HELEN	360
400	124			36 ADAMS AVE	124		367			18200 W MCNICHOLS	367
401	124			36 ADAMS AVE	124		368			5815 FLORIDA	368
402	124			36 ADAMS AVE	124		369			1001 W JEFFERSON 300/26D	369
403	124			36 ADAMS AVE	124		410			15798 LIVERNOIS	410
404	124			36 ADAMS AVE	124		411			15760 LIVERNOIS	411
405	124			36 ADAMS AVE	124		412			15792 LIVERNOIS	412
406	124			36 ADAMS AVE	124		413			15786 LIVERNOIS	413
407	124			36 ADAMS AVE	124		414			15780 LIVERNOIS	414
408	124			36 ADAMS AVE	124		415			15774 LIVERNOIS	415
409	124			36 ADAMS AVE	124		416			15768 LIVERNOIS	416
410	124			36 ADAMS AVE	124		431			640 CLAIRPOINTE WOODS DR	431
411	124			36 ADAMS AVE	124		439			18200 W MCNICHOLS	439
412	124			36 ADAMS AVE	124		444			1001 W JEFFERSON 300/8H	444
413	124			36 ADAMS AVE	124		467			17040 E EIGHT MILE	467
414	124			36 ADAMS AVE	124		481			1222 DRAGOON	481
415	124			36 ADAMS AVE	124		491			720 BURLINGAME	491
416	124			36 ADAMS AVE	124		544			461 NEW TOWN	544
417	124			36 ADAMS AVE	124		549			11664 ARCHDALE	549
418	124			36 ADAMS AVE	124		563			444 W WILLIS 24/211	563
419	124			36 ADAMS AVE	124		614			16808 SHAFTSBURY	614
420	124			36 ADAMS AVE	124		631			4212 UNIVERSITY PL	631
421	124			36 ADAMS AVE	124		642			16560 STOEPEL	642
422	124			36 ADAMS AVE	124		664			17196 NORTHLAWN	664
423	124			36 ADAMS AVE	124		724			9132 MT ELLIOTT	724
424	124			36 ADAMS AVE	124		726			6533 E JEFFERSON 91/302J	726
425	124			36 ADAMS AVE	124		811			8170 BRAMELL	811
426	124			36 ADAMS AVE	124		860			16908 E EIGHT MILE	860
